ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory
336,8,8,2024-02-07,2,The  product  arrived  late.,0.0,Negative
337,32,19,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
338,98,4,2023-01-22,2,The  product  arrived  late.,0.0,Negative
339,38,2,2025-01-11,5,Exceeded  my    expectations!,0.0,Postive
340,95,17,2025-09-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
341,62,3,2024-11-04,2,Not  worth  the  money.,-0.1695,Negative
342,19,4,2025-06-15,4,The  build  quality  is  impressive.,0.5106,Positive
343,84,4,2025-04-13,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
344,21,10,2025-11-02,3,Not  worth  the  money.,-0.1695,Mixed Negative
345,48,4,2024-07-24,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
346,84,15,2025-06-27,5,The  build  quality  is  impressive.,0.5106,Positive
347,75,16,2025-08-19,1,Disappointed    with  the  performance.,-0.4767,Negative
348,52,13,2024-03-05,2,Not  worth  the  money.,-0.1695,Negative
349,26,11,2024-11-19,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive
350,57,6,2025-08-22,3,Not    worth  the  money.,-0.1695,Mixed Negative
351,55,5,2023-05-02,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative
352,43,11,2025-12-22,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
353,36,15,2025-09-08,5,"Great    purchase,  very  satisfied.",0.8016,Positive
354,50,18,2024-01-03,2,"Average  experience,  nothing  special.",-0.3089,Negative
355,59,9,2024-03-04,2,"Average  experience,  nothing  special.",-0.3089,Negative
356,86,14,2023-11-23,1,The  product  arrived  late.,0.0,Negative
357,1,3,2024-04-01,4,Five  stars  for  the  quick  delivery.,0.0,Postive
358,13,15,2023-11-20,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
359,79,15,2024-05-04,5,Amazing  value  for  the  price.,0.7351,Positive
360,33,15,2025-09-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive
361,71,7,2024-02-12,5,"Excellent  product,  highly  recommend!",0.7773,Positive
362,33,11,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
363,17,15,2025-04-15,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
364,46,8,2024-04-26,5,The  build  quality  is  impressive.,0.5106,Positive
365,90,20,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive
366,46,7,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
367,96,1,2024-07-02,3,Not  worth  the    money.,-0.1695,Mixed Negative
368,34,8,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
369,48,4,2024-12-19,4,Customer  support  was  very  helpful.,0.6997,Positive
370,73,6,2023-04-13,4,The  quality  is  top-notch.,0.0,Postive
371,29,1,2024-01-20,2,Product  did  not  meet  my  expectations.,0.0,Negative
372,91,6,2023-05-10,4,"I  love  this  product,  will    buy  again!",0.6696,Positive
373,92,14,2025-07-12,1,"Average  experience,  nothing  special.",-0.3089,Negative
374,89,12,2023-02-08,1,The  product    stopped  working  after  a  month.,-0.2263,Negative
375,73,4,2024-12-16,5,The  build  quality  is  impressive.,0.5106,Positive
376,38,6,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive
377,77,4,2023-11-29,5,"Excellent  product,  highly  recommend!",0.7773,Positive
378,64,9,2024-03-20,2,The  product  arrived    late.,0.0,Negative
379,62,4,2023-01-27,5,The    quality  is  top-notch.,0.0,Postive
380,52,4,2024-02-23,4,"I  love    this  product,  will  buy  again!",0.6696,Positive
381,45,4,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive
382,38,7,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive
383,54,13,2024-09-05,5,Amazing  value  for  the  price.,0.7351,Positive
384,20,3,2025-06-04,3,Not  worth  the  money.,-0.1695,Mixed Negative
385,81,5,2023-06-09,4,Five  stars  for  the  quick  delivery.,0.0,Postive
386,86,5,2024-04-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
387,42,14,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Postive
388,99,1,2025-12-10,1,Disappointed  with  the  performance.,-0.4767,Negative
389,14,2,2024-09-14,5,"Excellent  product,  highly  recommend!",0.7773,Positive
390,30,10,2023-05-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
391,98,20,2024-01-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
392,93,11,2023-06-29,5,Amazing  value  for  the  price.,0.7351,Positive
393,6,20,2024-04-18,2,Product  did  not  meet  my  expectations.,0.0,Negative
394,7,4,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
395,35,9,2025-04-12,4,The  quality  is  top-notch.,0.0,Postive
396,75,6,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive
397,11,14,2024-04-23,4,The  quality  is  top-notch.,0.0,Postive
398,17,7,2023-09-02,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
399,68,1,2024-07-21,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
400,42,10,2023-06-30,3,Not  worth  the  money.,-0.1695,Mixed Negative
401,93,18,2024-04-13,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
402,68,12,2025-12-16,4,The  build  quality  is  impressive.,0.5106,Positive
403,53,14,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive
404,90,7,2025-06-04,4,The  quality  is  top-notch.,0.0,Postive
405,43,4,2025-09-10,5,Exceeded  my    expectations!,0.0,Postive
406,11,9,2025-12-15,5,Exceeded  my  expectations!,0.0,Postive
407,79,11,2023-01-12,2,Disappointed  with  the    performance.,-0.4767,Negative
408,17,4,2023-12-12,5,The  build  quality  is  impressive.,0.5106,Positive
409,59,19,2023-02-22,5,"I  love  this  product,  will  buy    again!",0.6696,Positive
410,83,1,2023-01-11,1,Product  did  not  meet  my  expectations.,0.0,Negative
411,32,15,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative
412,83,7,2024-05-10,4,Customer  support  was  very  helpful.,0.6997,Positive
413,60,12,2023-08-24,5,The  build  quality  is  impressive.,0.5106,Positive
414,59,14,2025-07-31,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
415,97,8,2025-06-04,2,Disappointed  with  the    performance.,-0.4767,Negative
416,15,17,2023-04-19,5,The  quality  is  top-notch.,0.0,Postive
417,9,16,2024-11-28,3,Not  worth  the  money.,-0.1695,Mixed Negative
418,94,2,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative
419,68,6,2025-09-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative
420,18,11,2023-06-10,5,"I  love  this    product,  will  buy  again!",0.6696,Positive
421,75,13,2025-08-18,5,The  quality  is  top-notch.,0.0,Postive
422,81,17,2025-09-30,4,The  quality  is  top-notch.,0.0,Postive
423,76,18,2023-08-01,2,Product  did  not  meet  my  expectations.,0.0,Negative
424,53,11,2024-03-21,4,Customer  support  was  very  helpful.,0.6997,Positive
425,89,6,2025-03-04,2,Not  worth  the  money.,-0.1695,Negative
426,74,17,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
427,81,11,2025-08-20,4,Five  stars  for  the  quick  delivery.,0.0,Postive
428,58,9,2025-01-17,5,The  build    quality  is  impressive.,0.5106,Positive
429,71,2,2023-06-08,4,Customer    support  was  very  helpful.,0.6997,Positive
430,99,9,2025-08-03,2,"Average  experience,  nothing  special.",-0.3089,Negative
431,94,11,2023-02-10,3,Not  worth  the  money.,-0.1695,Mixed Negative
432,31,18,2025-02-14,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
433,72,2,2025-06-11,5,The  quality  is  top-notch.,0.0,Postive
434,7,18,2023-02-25,5,"Great  purchase,  very  satisfied.",0.8016,Positive
435,65,1,2023-02-28,5,Amazing  value  for  the  price.,0.7351,Positive
436,11,1,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Postive
437,73,4,2023-06-24,5,"Excellent  product,  highly  recommend!",0.7773,Positive
438,72,20,2023-09-13,5,Five  stars  for  the  quick  delivery.,0.0,Postive
439,67,11,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
440,93,7,2023-07-22,3,Not  worth  the  money.,-0.1695,Mixed Negative
441,12,6,2023-09-03,1,Product  did    not  meet  my  expectations.,0.0,Negative
442,28,8,2025-04-06,1,The  product  stopped  working  after  a  month.,-0.2263,Negative
443,37,13,2024-01-19,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
444,22,16,2023-10-20,5,The  build  quality  is  impressive.,0.5106,Positive
445,25,14,2023-05-27,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
446,84,14,2025-06-10,5,The  quality  is  top-notch.,0.0,Postive
447,38,2,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Postive
448,75,12,2025-12-25,4,"Excellent  product,  highly  recommend!",0.7773,Positive
449,43,14,2024-03-10,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
450,92,4,2024-08-04,5,Amazing  value  for  the  price.,0.7351,Positive
451,68,11,2023-04-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive
452,42,19,2024-08-28,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
453,100,2,2023-04-23,4,Customer  support  was  very  helpful.,0.6997,Positive
454,27,9,2025-09-17,4,Customer  support    was  very  helpful.,0.6997,Positive
455,79,20,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
456,2,1,2024-01-09,2,Product  did  not  meet  my  expectations.,0.0,Negative
457,29,1,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
458,42,20,2025-07-05,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
459,90,17,2023-06-16,4,Five  stars  for  the  quick  delivery.,0.0,Postive
460,92,16,2025-08-09,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
461,66,5,2025-10-11,4,The  quality  is  top-notch.,0.0,Postive
462,85,14,2023-02-02,5,The    build  quality  is  impressive.,0.5106,Positive
463,5,2,2025-11-02,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive
464,73,11,2024-05-28,4,"Great  purchase,  very    satisfied.",0.8016,Positive
465,43,12,2025-12-14,1,Disappointed    with  the  performance.,-0.4767,Negative
466,49,16,2023-02-16,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
467,29,16,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
468,12,12,2024-01-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive
469,54,13,2023-10-06,4,Customer  support  was  very  helpful.,0.6997,Positive
470,46,1,2025-10-24,4,Customer  support  was  very  helpful.,0.6997,Positive
471,88,4,2024-04-26,5,The  quality  is  top-notch.,0.0,Postive
472,69,8,2024-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
473,7,19,2024-08-03,1,The  product  arrived  late.,0.0,Negative
474,47,20,2025-05-31,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
475,74,20,2023-04-18,4,The  quality  is  top-notch.,0.0,Postive
476,54,10,2023-12-12,4,Customer  support    was  very  helpful.,0.6997,Positive
477,91,10,2025-04-25,4,The    quality  is  top-notch.,0.0,Postive
478,79,6,2023-07-23,5,The  build  quality  is  impressive.,0.5106,Positive
479,7,13,2024-12-28,4,Customer  support  was  very  helpful.,0.6997,Positive
480,90,9,2023-07-22,5,"Great  purchase,  very  satisfied.",0.8016,Positive
481,21,2,2024-12-02,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
482,49,10,2025-07-11,5,Amazing  value  for  the  price.,0.7351,Positive
483,28,20,2024-06-29,2,The  product  arrived  late.,0.0,Negative
484,36,10,2023-08-22,1,The  product  arrived  late.,0.0,Negative
485,66,18,2025-06-10,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
486,44,3,2024-01-20,3,Not  worth  the  money.,-0.1695,Mixed Negative
487,78,3,2025-05-01,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative
488,89,12,2025-02-24,5,Exceeded  my  expectations!,0.0,Postive
489,15,8,2023-11-09,4,Five  stars    for  the  quick  delivery.,0.0,Postive
490,46,11,2025-07-05,4,Five  stars  for  the  quick  delivery.,0.0,Postive
491,59,6,2023-06-22,4,"Great  purchase,  very  satisfied.",0.8016,Positive
492,94,20,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative
493,26,2,2024-07-16,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
494,2,13,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Postive
495,56,7,2023-04-26,4,Customer  support  was  very  helpful.,0.6997,Positive
496,87,1,2024-01-29,5,Exceeded  my  expectations!,0.0,Postive
497,90,6,2024-02-21,4,Customer  support  was  very  helpful.,0.6997,Positive
498,81,17,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
499,72,6,2024-08-26,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
500,57,9,2025-12-20,2,Not  worth  the  money.,-0.1695,Negative
501,39,12,2023-12-01,4,Customer  support  was    very  helpful.,0.6997,Positive
502,5,1,2025-11-10,2,Product    did  not  meet  my  expectations.,0.0,Negative
503,5,16,2024-07-03,2,Product  did  not  meet    my  expectations.,0.0,Negative
504,35,8,2024-01-18,4,Five  stars  for  the  quick  delivery.,0.0,Postive
505,82,2,2024-07-11,5,"Great  purchase,  very  satisfied.",0.8016,Positive
506,80,8,2025-10-19,2,"Average  experience,    nothing  special.",-0.3089,Negative
507,66,3,2024-12-10,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive
508,64,14,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive
509,5,11,2024-05-25,5,The  quality  is  top-notch.,0.0,Postive
510,20,6,2024-11-05,4,"Great  purchase,  very  satisfied.",0.8016,Positive
511,55,15,2025-04-01,1,Not    worth  the  money.,-0.1695,Negative
512,11,1,2025-01-15,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral
513,21,3,2025-11-09,5,Amazing  value    for  the  price.,0.7351,Positive
514,72,15,2023-06-18,2,"Average  experience,  nothing  special.",-0.3089,Negative
515,89,3,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
516,46,18,2025-01-03,4,The  quality    is  top-notch.,0.0,Postive
517,29,4,2024-03-30,5,"Great  purchase,  very    satisfied.",0.8016,Positive
518,17,12,2024-04-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
519,58,4,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
520,63,1,2024-08-24,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
521,47,5,2024-03-31,2,Product  did  not  meet  my  expectations.,0.0,Negative
522,8,10,2023-08-04,1,Product    did  not  meet  my  expectations.,0.0,Negative
523,8,12,2023-12-07,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
524,27,4,2025-09-01,4,The  quality  is  top-notch.,0.0,Postive
525,1,1,2023-11-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
526,74,3,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive
527,27,14,2024-07-03,3,Not  worth    the  money.,-0.1695,Mixed Negative
528,81,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.0,Postive
529,19,11,2025-05-05,4,Five  stars    for  the  quick  delivery.,0.0,Postive
530,48,10,2025-11-24,5,"Great  purchase,  very  satisfied.",0.8016,Positive
531,65,3,2024-07-21,5,Exceeded  my  expectations!,0.0,Postive
532,6,6,2023-05-30,5,The  quality  is  top-notch.,0.0,Postive
533,92,6,2024-04-06,4,The  quality  is  top-notch.,0.0,Postive
534,41,2,2025-07-02,4,"Great  purchase,  very  satisfied.",0.8016,Positive
535,85,13,2023-03-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
536,33,19,2024-12-29,2,Not  worth  the  money.,-0.1695,Negative
537,8,9,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Postive
538,29,16,2025-11-12,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
539,74,17,2024-12-02,4,The  quality  is  top-notch.,0.0,Postive
540,28,18,2025-12-09,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
541,73,20,2025-08-08,5,"I  love  this  product,  will  buy  again!",0.6696,Positive
542,49,5,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.6288,Negative
543,64,17,2023-10-31,5,The  build  quality  is  impressive.,0.5106,Positive
544,65,6,2023-10-29,5,The  quality  is  top-notch.,0.0,Postive
545,45,13,2024-06-11,4,Customer  support  was  very  helpful.,0.6997,Positive
546,33,1,2024-11-14,5,Exceeded  my  expectations!,0.0,Postive
547,28,11,2024-05-28,1,The  product  arrived  late.,0.0,Negative
548,40,12,2023-01-11,5,Amazing  value  for  the  price.,0.7351,Positive
549,73,15,2025-04-06,4,Five  stars  for  the  quick    delivery.,0.0,Postive
550,51,12,2024-10-07,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral
551,45,2,2025-04-17,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
552,68,1,2023-07-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive
553,60,20,2025-04-26,5,Customer  support  was  very  helpful.,0.6997,Positive
554,18,1,2024-08-16,2,The  product  arrived  late.,0.0,Negative
555,69,18,2025-11-24,5,Customer  support  was  very  helpful.,0.6997,Positive
556,91,6,2025-01-04,4,"Great  purchase,  very  satisfied.",0.8016,Positive
557,55,10,2024-07-28,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive
558,83,13,2025-02-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
559,46,12,2024-05-16,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
560,24,6,2024-11-08,5,Exceeded  my  expectations!,0.0,Postive
561,6,5,2025-02-27,1,The  product  stopped  working  after  a  month.,-0.2263,Negative
562,41,5,2024-02-25,3,Not  worth  the  money.,-0.1695,Mixed Negative
563,86,13,2025-02-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
564,9,12,2025-10-13,5,Customer  support  was  very  helpful.,0.6997,Positive
565,60,20,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",-0.4767,Negative
566,89,10,2025-08-15,4,Five    stars  for  the  quick  delivery.,0.0,Postive
567,78,16,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
568,17,13,2024-08-04,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
569,58,9,2024-07-17,5,Exceeded  my    expectations!,0.0,Postive
570,50,15,2025-04-29,4,Customer  support  was  very  helpful.,0.6997,Positive
571,2,8,2024-10-15,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
572,37,16,2025-04-23,4,"Great  purchase,  very    satisfied.",0.8016,Positive
573,57,8,2024-04-27,4,Customer  support  was  very  helpful.,0.6997,Positive
574,72,9,2025-10-13,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
575,93,14,2025-09-19,5,"Great  purchase,  very  satisfied.",0.8016,Positive
576,71,9,2025-10-04,5,Amazing  value  for  the  price.,0.7351,Positive
577,65,9,2024-04-18,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
578,32,15,2023-08-01,5,The  quality  is  top-notch.,0.0,Postive
579,24,8,2024-01-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
580,48,1,2025-04-15,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative
581,69,18,2024-03-19,4,The  quality  is  top-notch.,0.0,Postive
582,65,9,2023-01-29,5,Exceeded  my    expectations!,0.0,Postive
583,88,8,2025-07-03,5,Five  stars  for  the  quick  delivery.,0.0,Postive
584,70,20,2024-12-04,4,Exceeded  my  expectations!,0.0,Postive
585,87,12,2025-10-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
586,7,17,2023-04-11,2,Not  worth  the  money.,-0.1695,Negative
587,31,17,2025-08-31,3,Not  worth    the  money.,-0.1695,Mixed Negative
588,39,18,2025-09-03,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral
589,64,4,2024-03-21,3,Not    worth  the  money.,-0.1695,Mixed Negative
590,27,4,2024-09-13,3,Not  worth  the  money.,-0.1695,Mixed Negative
591,65,12,2024-10-29,5,Five  stars    for  the  quick  delivery.,0.0,Postive
592,100,1,2025-01-18,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
593,62,8,2025-06-12,5,The  build  quality  is  impressive.,0.5106,Positive
594,14,4,2025-10-01,2,Not  worth  the  money.,-0.1695,Negative
595,46,5,2025-09-18,4,Exceeded    my  expectations!,0.0,Postive
596,48,15,2025-06-27,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive
597,11,1,2025-09-07,5,The  quality  is  top-notch.,0.0,Postive
598,3,2,2023-08-04,5,Amazing  value  for  the  price.,0.7351,Positive
599,94,19,2025-08-01,5,Customer  support  was  very  helpful.,0.6997,Positive
600,65,3,2025-01-11,2,Not  worth    the  money.,-0.1695,Negative
601,25,11,2025-07-31,5,Amazing    value  for  the  price.,0.7351,Positive
602,56,8,2023-02-08,3,Not  worth  the  money.,-0.1695,Mixed Negative
603,88,4,2024-07-02,5,Exceeded  my  expectations!,0.0,Postive
604,87,2,2023-06-10,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative
605,1,3,2023-06-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
606,48,8,2023-10-14,5,The  build  quality  is  impressive.,0.5106,Positive
607,25,14,2025-07-07,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive
608,7,9,2023-03-21,4,"Great  purchase,  very  satisfied.",0.8016,Positive
609,40,10,2025-10-23,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
610,69,3,2025-01-29,5,"Great  purchase,  very  satisfied.",0.8016,Positive
611,6,4,2023-12-06,2,"Average  experience,  nothing  special.",-0.3089,Negative
612,38,2,2025-06-17,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
613,48,12,2025-02-10,3,"The  product  is  okay,  but  the  instructions    were  unclear.",-0.2617,Mixed Negative
614,23,2,2025-01-20,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive
615,98,1,2025-01-08,5,"Excellent    product,  highly  recommend!",0.7773,Positive
616,38,20,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
617,29,15,2025-12-22,4,Customer  support  was  very  helpful.,0.6997,Positive
618,45,7,2024-08-21,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Postive
619,68,14,2023-12-06,5,Customer  support  was  very  helpful.,0.6997,Positive
620,100,1,2024-10-22,5,Five  stars  for  the  quick  delivery.,0.0,Postive
621,70,14,2025-05-13,2,The  product  arrived  late.,0.0,Negative
622,30,4,2025-12-22,4,The  quality    is  top-notch.,0.0,Postive
623,5,1,2025-06-15,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
624,82,14,2023-11-28,5,Customer  support  was  very  helpful.,0.6997,Positive
625,32,10,2023-02-20,5,"Great  purchase,  very    satisfied.",0.8016,Positive
626,38,11,2025-12-18,5,Exceeded  my  expectations!,0.0,Postive
627,18,6,2023-06-26,5,Amazing  value  for    the  price.,0.7351,Positive
628,22,4,2025-08-30,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative
629,16,20,2024-07-28,5,Exceeded  my    expectations!,0.0,Postive
630,31,10,2024-08-14,4,The  quality  is    top-notch.,0.0,Postive
631,73,12,2024-10-30,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive
632,40,20,2023-02-24,3,"Average  experience,    nothing  special.",-0.3089,Mixed Negative
633,52,3,2023-12-26,2,The    product  arrived  late.,0.0,Negative
634,27,13,2024-02-25,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive
635,85,16,2023-02-22,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative
636,37,13,2023-12-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
637,17,7,2024-08-21,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive
638,63,16,2025-08-23,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative
639,14,12,2024-07-07,5,Amazing  value  for  the  price.,0.7351,Positive
640,23,14,2024-08-09,3,"The  product  is  okay,    but  the  instructions  were  unclear.",-0.2617,Mixed Negative
641,58,9,2024-01-05,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative
642,53,17,2025-04-28,2,Disappointed  with  the  performance.,-0.4767,Negative
643,89,16,2024-01-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive
644,97,10,2023-11-25,5,Customer  support  was  very  helpful.,0.6997,Positive
645,23,20,2023-11-02,5,Customer  support    was  very  helpful.,0.6997,Positive
646,75,2,2023-10-09,5,"I    love  this  product,  will  buy  again!",0.6696,Positive
647,68,2,2023-01-03,4,Customer  support  was    very  helpful.,0.6997,Positive
648,76,5,2023-03-19,4,"I  love  this  product,  will  buy  again!",0.6696,Positive
649,8,17,2025-02-05,2,Not  worth  the  money.,-0.1695,Negative
650,28,3,2024-11-08,4,Five  stars  for  the  quick  delivery.,0.0,Postive
651,38,9,2024-09-10,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive
652,39,19,2025-05-06,5,The  quality  is  top-notch.,0.0,Postive
653,66,16,2025-01-14,5,Amazing  value  for  the  price.,0.7351,Positive
654,46,8,2023-01-01,1,The  color  was  different  from  what  was  shown.,0.0,Negative
655,63,16,2023-04-06,4,The  quality  is  top-notch.,0.0,Postive
656,17,11,2024-07-22,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive
657,35,11,2025-10-18,5,"Excellent  product,  highly  recommend!",0.7773,Positive
658,3,18,2025-06-16,1,Not  worth  the    money.,-0.1695,Negative
659,29,20,2023-03-16,5,The  build  quality  is  impressive.,0.5106,Positive
660,62,5,2023-10-06,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
661,40,18,2025-09-20,2,"Average  experience,  nothing  special.",-0.3089,Negative
662,15,5,2025-03-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Postive
663,23,10,2025-05-26,5,"Excellent  product,  highly    recommend!",0.7773,Positive
664,31,16,2025-08-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative
665,99,12,2024-01-03,2,Product  did  not  meet  my  expectations.,0.0,Negative
666,53,19,2024-05-25,3,Not    worth  the  money.,-0.1695,Mixed Negative
667,80,14,2024-01-08,4,The  quality    is  top-notch.,0.0,Postive
668,55,4,2024-04-25,5,"Excellent  product,    highly  recommend!",0.7773,Positive
669,19,19,2025-12-31,4,Five  stars  for  the  quick  delivery.,0.0,Postive
670,53,13,2024-03-31,5,The  build  quality  is    impressive.,0.5106,Positive
